Entity,Code,Day,total_vaccinations
New Zealand,NZL,2021-08-04,2068450
New Zealand,NZL,2021-08-05,2110616
New Zealand,NZL,2021-08-06,2152643
New Zealand,NZL,2021-08-07,2189357
New Zealand,NZL,2021-08-08,2209833
New Zealand,NZL,2021-08-09,2248355
New Zealand,NZL,2021-08-10,2295358
New Zealand,NZL,2021-08-11,2344195
New Zealand,NZL,2021-08-12,2393162
New Zealand,NZL,2021-08-13,2440057
New Zealand,NZL,2021-08-14,2483635
New Zealand,NZL,2021-08-15,2509234
New Zealand,NZL,2021-08-16,2555503
New Zealand,NZL,2021-08-17,2611519
New Zealand,NZL,2021-08-18,2612015
New Zealand,NZL,2021-08-19,2642159
New Zealand,NZL,2021-08-20,2699992
New Zealand,NZL,2021-08-21,2752359
New Zealand,NZL,2021-08-22,2788470
New Zealand,NZL,2021-08-23,2852421
New Zealand,NZL,2021-08-24,2932454
Nicaragua,NIC,2021-03-01,0
Nicaragua,NIC,2021-04-14,61625
Nicaragua,NIC,2021-04-24,135130
Nicaragua,NIC,2021-05-07,166350
Nicaragua,NIC,2021-05-21,167500
Nicaragua,NIC,2021-07-16,415640
Nicaragua,NIC,2021-08-17,580127
Nicaragua,NIC,2021-08-20,612799
Niger,NER,2021-03-28,0
Niger,NER,2021-04-17,1366
Niger,NER,2021-05-12,74106
Niger,NER,2021-05-18,121626
Niger,NER,2021-05-26,159525
Niger,NER,2021-06-08,180987
Niger,NER,2021-06-14,186207
Niger,NER,2021-06-24,255587
Niger,NER,2021-08-09,425483
Niger,NER,2021-08-16,485954
Niger,NER,2021-08-23,490549
Nigeria,NGA,2021-03-04,0
Nigeria,NGA,2021-03-15,8000
Nigeria,NGA,2021-03-24,277458
Nigeria,NGA,2021-03-28,513626
Nigeria,NGA,2021-03-31,718412
Nigeria,NGA,2021-04-01,818865
Nigeria,NGA,2021-04-06,964387
Nigeria,NGA,2021-04-14,1043737
Nigeria,NGA,2021-04-15,1051096
Nigeria,NGA,2021-04-16,1081548
Nigeria,NGA,2021-04-18,1096727
Nigeria,NGA,2021-04-19,1101827
Nigeria,NGA,2021-04-20,1114408
Nigeria,NGA,2021-04-21,1133325
Nigeria,NGA,2021-04-22,1148168
Nigeria,NGA,2021-04-23,1158582
Nigeria,NGA,2021-04-24,1167837
Nigeria,NGA,2021-04-25,1171515
Nigeria,NGA,2021-04-26,1175285
Nigeria,NGA,2021-04-27,1181941
Nigeria,NGA,2021-04-28,1191563
Nigeria,NGA,2021-05-01,1222109
Nigeria,NGA,2021-05-02,1229733
Nigeria,NGA,2021-05-03,1236815
Nigeria,NGA,2021-05-04,1246845
Nigeria,NGA,2021-05-05,1266742
Nigeria,NGA,2021-05-06,1289773
Nigeria,NGA,2021-05-07,1615787
Nigeria,NGA,2021-05-08,1653292
Nigeria,NGA,2021-05-09,1665698
Nigeria,NGA,2021-05-10,1697243
Nigeria,NGA,2021-05-11,1713306
Nigeria,NGA,2021-05-12,1748242
Nigeria,NGA,2021-05-13,1763552
Nigeria,NGA,2021-05-14,1767488
Nigeria,NGA,2021-05-15,1794552
Nigeria,NGA,2021-05-16,1811795
Nigeria,NGA,2021-05-17,1823095
Nigeria,NGA,2021-05-18,1842437
Nigeria,NGA,2021-05-19,1880788
Nigeria,NGA,2021-05-20,1894794
Nigeria,NGA,2021-05-21,1911254
Nigeria,NGA,2021-05-22,1927141
Nigeria,NGA,2021-05-23,1929237
Nigeria,NGA,2021-05-25,1939737
Nigeria,NGA,2021-05-26,1953870
Nigeria,NGA,2021-05-27,1967435
Nigeria,NGA,2021-05-28,1984242
Nigeria,NGA,2021-05-29,1996914
Nigeria,NGA,2021-05-30,2014590
Nigeria,NGA,2021-05-31,2030063
Nigeria,NGA,2021-06-01,2051228
Nigeria,NGA,2021-06-02,2110141
Nigeria,NGA,2021-06-04,2225765
Nigeria,NGA,2021-06-15,2659153
Nigeria,NGA,2021-06-24,3104802
Nigeria,NGA,2021-06-28,3397472
Nigeria,NGA,2021-07-05,3832459
Nigeria,NGA,2021-07-12,3938945
Nigeria,NGA,2021-08-09,3967013
Niue,NIU,2021-06-21,0
Niue,NIU,2021-06-29,698
Niue,NIU,2021-07-06,1216
Niue,NIU,2021-08-09,2406
North America,,2020-12-14,5
North America,,2020-12-15,723
North America,,2020-12-16,3023
North America,,2020-12-17,7202
North America,,2020-12-18,11174
North America,,2020-12-19,11894
North America,,2020-12-20,568946
North America,,2020-12-21,634983
North America,,2020-12-22,640720
North America,,2020-12-23,1043114
North America,,2020-12-24,1056402
North America,,2020-12-25,1056402
North America,,2020-12-26,1995981
North America,,2020-12-27,2003744
North America,,2020-12-28,2196226
North America,,2020-12-29,2216190
North America,,2020-12-30,2903783
North America,,2020-12-31,2917223
North America,,2021-01-01,2923431
North America,,2021-01-02,4359541
North America,,2021-01-03,4367243
North America,,2021-01-04,4747410
North America,,2021-01-05,5042357
North America,,2021-01-06,5545797
North America,,2021-01-07,6199721
North America,,2021-01-08,7026104
North America,,2021-01-09,7069017
North America,,2021-01-10,7098885
North America,,2021-01-11,9443182
North America,,2021-01-12,9818261
North America,,2021-01-13,10899989
North America,,2021-01-14,11948217
North America,,2021-01-15,13229101
North America,,2021-01-16,13312241
North America,,2021-01-17,13348588
North America,,2021-01-18,13417429
North America,,2021-01-19,16890417
North America,,2021-01-20,17754248
North America,,2021-01-21,18871355
North America,,2021-01-22,20535508
North America,,2021-01-23,21995911
North America,,2021-01-24,23333473
North America,,2021-01-25,24276954
North America,,2021-01-26,25120324
North America,,2021-01-27,26262192
North America,,2021-01-28,27829918
North America,,2021-01-29,29546493
North America,,2021-01-30,31264802
North America,,2021-01-31,32818236
North America,,2021-02-01,33948827
North America,,2021-02-02,34523796
North America,,2021-02-03,35643867
North America,,2021-02-04,37007482
North America,,2021-02-05,38651060
North America,,2021-02-06,40905361
North America,,2021-02-07,43094580
North America,,2021-02-08,44344424
North America,,2021-02-09,45162639
North America,,2021-02-10,46763543
North America,,2021-02-11,48416995
North America,,2021-02-12,50474445
North America,,2021-02-13,52740660
North America,,2021-02-14,55002377
North America,,2021-02-15,55065087
North America,,2021-02-16,57595677
North America,,2021-02-17,58824984
North America,,2021-02-18,60592163
North America,,2021-02-19,62761795
North America,,2021-02-20,64607997
North America,,2021-02-21,66488579
North America,,2021-02-22,67711856
North America,,2021-02-23,68694945
North America,,2021-02-24,70305087
North America,,2021-02-25,72387298
North America,,2021-02-26,74842393
North America,,2021-02-27,77386002
North America,,2021-02-28,79943330
North America,,2021-03-01,81830684
North America,,2021-03-02,83749892
North America,,2021-03-03,85851492
North America,,2021-03-04,88088831
North America,,2021-03-05,90807132
North America,,2021-03-06,93919679
North America,,2021-03-07,96458105
North America,,2021-03-08,98379818
North America,,2021-03-09,100387729
North America,,2021-03-10,102965173
North America,,2021-03-11,105946153
North America,,2021-03-12,109255451
North America,,2021-03-13,114147224
North America,,2021-03-14,115752942
North America,,2021-03-15,118077395
North America,,2021-03-16,120007580
North America,,2021-03-17,122703960
North America,,2021-03-18,125832651
North America,,2021-03-19,128844154
North America,,2021-03-20,132380824
North America,,2021-03-21,135681308
North America,,2021-03-22,138101152
North America,,2021-03-23,140209776
North America,,2021-03-24,142873856
North America,,2021-03-25,146087794
North America,,2021-03-26,149947822
North America,,2021-03-27,153864474
North America,,2021-03-28,157453648
North America,,2021-03-29,160272257
North America,,2021-03-30,162736145
North America,,2021-03-31,166112068
North America,,2021-04-01,169727352
North America,,2021-04-02,174671219
North America,,2021-04-03,179308779
North America,,2021-04-04,182842094
North America,,2021-04-05,185434051
North America,,2021-04-06,187579311
North America,,2021-04-07,191186436
North America,,2021-04-08,195434677
North America,,2021-04-09,200123394
North America,,2021-04-10,205259444
North America,,2021-04-11,209237446
North America,,2021-04-12,212693146
North America,,2021-04-13,216427896
North America,,2021-04-14,220472930
North America,,2021-04-15,224909095
North America,,2021-04-16,229824185
North America,,2021-04-17,233983680
North America,,2021-04-18,237851962
North America,,2021-04-19,240667069
North America,,2021-04-20,243245840
North America,,2021-04-21,246616588
North America,,2021-04-22,250436466
North America,,2021-04-23,254580329
North America,,2021-04-24,258477142
North America,,2021-04-25,262078779
North America,,2021-04-26,264868982
North America,,2021-04-27,266885781
North America,,2021-04-28,270156115
North America,,2021-04-29,273663126
North America,,2021-04-30,277194022
North America,,2021-05-01,281008232
North America,,2021-05-02,283480754
North America,,2021-05-03,285462819
North America,,2021-05-04,287363834
North America,,2021-05-05,290201439
North America,,2021-05-06,293703599
North America,,2021-05-07,297591704
North America,,2021-05-08,300744788
North America,,2021-05-09,303480345
North America,,2021-05-10,305990510
North America,,2021-05-11,308349512
North America,,2021-05-12,310834751
North America,,2021-05-13,313834859
North America,,2021-05-14,316348411
North America,,2021-05-15,319270455
North America,,2021-05-16,322472534
North America,,2021-05-17,324736162
North America,,2021-05-18,326488567
North America,,2021-05-19,329745418
North America,,2021-05-20,333206426
North America,,2021-05-21,336842166
North America,,2021-05-22,340218553
North America,,2021-05-23,342666098
North America,,2021-05-24,344756069
North America,,2021-05-25,346482876
North America,,2021-05-26,349155482
North America,,2021-05-27,351237398
North America,,2021-05-28,354783174
North America,,2021-05-29,357444491
North America,,2021-05-30,359452245
North America,,2021-05-31,362369268
North America,,2021-06-01,365323082
North America,,2021-06-02,367465839
North America,,2021-06-03,370114505
North America,,2021-06-04,373293308
North America,,2021-06-05,375748040
North America,,2021-06-06,377635743
North America,,2021-06-07,380151255
North America,,2021-06-08,382419537
North America,,2021-06-09,385136425
North America,,2021-06-10,387183935
North America,,2021-06-11,389526267
North America,,2021-06-12,392079330
North America,,2021-06-13,394052266
North America,,2021-06-14,396729786
North America,,2021-06-15,399355848
North America,,2021-06-16,401663895
North America,,2021-06-17,405157650
North America,,2021-06-18,407740839
North America,,2021-06-19,409916462
North America,,2021-06-20,411427110
North America,,2021-06-21,413269506
North America,,2021-06-22,415623633
North America,,2021-06-23,417876175
North America,,2021-06-24,420245301
North America,,2021-06-25,422285341
North America,,2021-06-26,424183237
North America,,2021-06-27,426033182
North America,,2021-06-28,428680317
North America,,2021-06-29,431002636
North America,,2021-06-30,434050638
North America,,2021-07-01,437161944
North America,,2021-07-02,439493653
North America,,2021-07-03,441259684
North America,,2021-07-04,442588470
North America,,2021-07-05,444026581
North America,,2021-07-06,446249459
North America,,2021-07-07,448360880
North America,,2021-07-08,450806122
North America,,2021-07-09,452977546
North America,,2021-07-10,454526466
North America,,2021-07-11,455599780
North America,,2021-07-12,457423800
North America,,2021-07-13,459285055
North America,,2021-07-14,461321706
North America,,2021-07-15,463255534
North America,,2021-07-16,465564311
North America,,2021-07-17,467028564
North America,,2021-07-18,468091949
North America,,2021-07-19,470309883
North America,,2021-07-20,472069617
North America,,2021-07-21,474465926
North America,,2021-07-22,477346121
North America,,2021-07-23,480269078
North America,,2021-07-24,482455011
North America,,2021-07-25,483896639
North America,,2021-07-26,486668441
North America,,2021-07-27,489198168
North America,,2021-07-28,491810629
North America,,2021-07-29,494250993
North America,,2021-07-30,497536733
North America,,2021-07-31,499497897
North America,,2021-08-01,500986861
North America,,2021-08-02,502525601
North America,,2021-08-03,504728883
North America,,2021-08-04,507051217
North America,,2021-08-05,509513486
North America,,2021-08-06,511720010
North America,,2021-08-07,512889666
North America,,2021-08-08,514349264
North America,,2021-08-09,515959148
North America,,2021-08-10,517599683
North America,,2021-08-11,519418915
North America,,2021-08-12,521848253
North America,,2021-08-13,524365510
North America,,2021-08-14,526571712
North America,,2021-08-15,528462280
North America,,2021-08-16,530377486
North America,,2021-08-17,533084233
North America,,2021-08-18,534842883
North America,,2021-08-19,536832198
North America,,2021-08-20,539821897
North America,,2021-08-21,541407332
North America,,2021-08-22,543183541
North America,,2021-08-23,544737706
North America,,2021-08-24,545654390
North Macedonia,MKD,2021-02-16,0
North Macedonia,MKD,2021-03-16,5300
North Macedonia,MKD,2021-03-31,7735
North Macedonia,MKD,2021-04-02,8398
North Macedonia,MKD,2021-04-03,9003
North Macedonia,MKD,2021-04-05,12052
North Macedonia,MKD,2021-04-07,15419
North Macedonia,MKD,2021-04-08,18261
North Macedonia,MKD,2021-04-09,21333
North Macedonia,MKD,2021-04-10,24020
North Macedonia,MKD,2021-04-12,26014
North Macedonia,MKD,2021-04-13,29263
North Macedonia,MKD,2021-04-14,31460
North Macedonia,MKD,2021-04-16,38626
North Macedonia,MKD,2021-04-18,38971
North Macedonia,MKD,2021-04-19,41421
North Macedonia,MKD,2021-04-21,43032
North Macedonia,MKD,2021-04-22,44974
North Macedonia,MKD,2021-04-24,49804
North Macedonia,MKD,2021-04-25,51853
North Macedonia,MKD,2021-04-26,53193
North Macedonia,MKD,2021-04-27,55926
North Macedonia,MKD,2021-04-30,61603
North Macedonia,MKD,2021-05-04,66086
North Macedonia,MKD,2021-05-05,74076
North Macedonia,MKD,2021-05-08,97004
North Macedonia,MKD,2021-05-09,107978
North Macedonia,MKD,2021-05-10,145043
North Macedonia,MKD,2021-05-11,160425
North Macedonia,MKD,2021-05-12,175348
North Macedonia,MKD,2021-05-15,203324
North Macedonia,MKD,2021-05-18,207219
North Macedonia,MKD,2021-05-19,219977
North Macedonia,MKD,2021-05-20,232485
North Macedonia,MKD,2021-05-21,244518
North Macedonia,MKD,2021-05-22,255259
North Macedonia,MKD,2021-05-23,259577
North Macedonia,MKD,2021-05-26,267167
North Macedonia,MKD,2021-05-27,278619
North Macedonia,MKD,2021-05-28,290829
North Macedonia,MKD,2021-05-29,304904
North Macedonia,MKD,2021-05-31,315781
North Macedonia,MKD,2021-06-01,331034
North Macedonia,MKD,2021-06-02,346931
North Macedonia,MKD,2021-06-03,362710
North Macedonia,MKD,2021-06-04,369661
North Macedonia,MKD,2021-06-05,384466
North Macedonia,MKD,2021-06-06,399962
North Macedonia,MKD,2021-06-08,410711
North Macedonia,MKD,2021-06-09,420821
North Macedonia,MKD,2021-06-10,431174
North Macedonia,MKD,2021-06-11,442928
North Macedonia,MKD,2021-06-14,452424
North Macedonia,MKD,2021-06-15,458131
North Macedonia,MKD,2021-06-16,462415
North Macedonia,MKD,2021-06-17,473853
North Macedonia,MKD,2021-06-21,482058
North Macedonia,MKD,2021-06-22,488010
North Macedonia,MKD,2021-06-23,494909
North Macedonia,MKD,2021-06-24,501506
North Macedonia,MKD,2021-06-25,501506
North Macedonia,MKD,2021-06-26,510351
North Macedonia,MKD,2021-06-29,529445
North Macedonia,MKD,2021-06-30,542699
North Macedonia,MKD,2021-07-01,557400
North Macedonia,MKD,2021-07-02,572176
North Macedonia,MKD,2021-07-03,586537
North Macedonia,MKD,2021-07-05,613219
North Macedonia,MKD,2021-07-06,627948
North Macedonia,MKD,2021-07-07,640886
North Macedonia,MKD,2021-07-08,652680
North Macedonia,MKD,2021-07-09,662372
North Macedonia,MKD,2021-07-12,676620
North Macedonia,MKD,2021-07-13,686788
North Macedonia,MKD,2021-07-14,700193
North Macedonia,MKD,2021-07-15,713114
North Macedonia,MKD,2021-07-16,725902
North Macedonia,MKD,2021-07-21,760961
North Macedonia,MKD,2021-07-22,800168
North Macedonia,MKD,2021-07-23,818295
North Macedonia,MKD,2021-07-26,847336
North Macedonia,MKD,2021-07-27,862426
North Macedonia,MKD,2021-07-28,862426
North Macedonia,MKD,2021-07-29,878290
North Macedonia,MKD,2021-07-30,891379
North Macedonia,MKD,2021-07-31,904583
North Macedonia,MKD,2021-08-03,920442
North Macedonia,MKD,2021-08-04,932603
North Macedonia,MKD,2021-08-05,944731
North Macedonia,MKD,2021-08-06,958742
North Macedonia,MKD,2021-08-09,982645
North Macedonia,MKD,2021-08-10,998876
North Macedonia,MKD,2021-08-11,1016700
North Macedonia,MKD,2021-08-12,1033584
North Macedonia,MKD,2021-08-14,1058112
North Macedonia,MKD,2021-08-16,1079049
North Macedonia,MKD,2021-08-17,1097855
North Macedonia,MKD,2021-08-18,1115988
North Macedonia,MKD,2021-08-19,1134231
North Macedonia,MKD,2021-08-20,1152274
North Macedonia,MKD,2021-08-23,1177911
Northern Cyprus,OWID_CYN,2021-01-14,0
Northern Cyprus,OWID_CYN,2021-01-19,4968
Northern Cyprus,OWID_CYN,2021-01-22,11000
Northern Cyprus,OWID_CYN,2021-03-25,97969
Northern Cyprus,OWID_CYN,2021-04-14,104978
Northern Cyprus,OWID_CYN,2021-04-19,107365
Northern Cyprus,OWID_CYN,2021-04-23,109490
Northern Cyprus,OWID_CYN,2021-05-08,121841
Northern Cyprus,OWID_CYN,2021-05-10,122598
Northern Cyprus,OWID_CYN,2021-05-11,123791
Northern Cyprus,OWID_CYN,2021-05-14,124024
Northern Cyprus,OWID_CYN,2021-05-17,124752
Northern Cyprus,OWID_CYN,2021-05-19,125248
Northern Cyprus,OWID_CYN,2021-05-22,126668
Northern Cyprus,OWID_CYN,2021-05-24,126813
Northern Cyprus,OWID_CYN,2021-05-25,127608
Northern Cyprus,OWID_CYN,2021-05-27,129743
Northern Cyprus,OWID_CYN,2021-06-27,194782
Northern Cyprus,OWID_CYN,2021-08-15,302854
Northern Ireland,,2020-12-13,3623
Northern Ireland,,2020-12-20,16068
Northern Ireland,,2020-12-27,31016
Northern Ireland,,2021-01-03,40685
Northern Ireland,,2021-01-10,91954
Northern Ireland,,2021-01-11,99475
Northern Ireland,,2021-01-12,109257
Northern Ireland,,2021-01-13,121711
Northern Ireland,,2021-01-14,133831
Northern Ireland,,2021-01-15,137380
Northern Ireland,,2021-01-16,140561
Northern Ireland,,2021-01-17,146733
Northern Ireland,,2021-01-18,154436
Northern Ireland,,2021-01-19,160396
Northern Ireland,,2021-01-20,166538
Northern Ireland,,2021-01-21,173549
Northern Ireland,,2021-01-22,177026
Northern Ireland,,2021-01-23,178331
Northern Ireland,,2021-01-24,182355
Northern Ireland,,2021-01-25,186112
Northern Ireland,,2021-01-26,191050
Northern Ireland,,2021-01-27,199211
Northern Ireland,,2021-01-28,220201
Northern Ireland,,2021-01-29,228211
Northern Ireland,,2021-01-30,238924
Northern Ireland,,2021-01-31,246421
Northern Ireland,,2021-02-01,258311
Northern Ireland,,2021-02-02,271826
Northern Ireland,,2021-02-03,289274
Northern Ireland,,2021-02-04,301279
Northern Ireland,,2021-02-05,316420
Northern Ireland,,2021-02-06,323122
Northern Ireland,,2021-02-07,330941
Northern Ireland,,2021-02-08,345195
Northern Ireland,,2021-02-09,361430
Northern Ireland,,2021-02-10,381894
Northern Ireland,,2021-02-11,401966
Northern Ireland,,2021-02-12,416708
Northern Ireland,,2021-02-13,420077
Northern Ireland,,2021-02-14,426248
Northern Ireland,,2021-02-15,438708
Northern Ireland,,2021-02-16,447685
Northern Ireland,,2021-02-17,457581
Northern Ireland,,2021-02-18,466524
Northern Ireland,,2021-02-19,473670
Northern Ireland,,2021-02-21,488826
Northern Ireland,,2021-02-22,499206
Northern Ireland,,2021-02-23,509580
Northern Ireland,,2021-02-24,523230
Northern Ireland,,2021-02-25,537086
Northern Ireland,,2021-02-26,548294
Northern Ireland,,2021-02-27,553661
Northern Ireland,,2021-02-28,558597
Northern Ireland,,2021-03-01,572759
Northern Ireland,,2021-03-02,582881
Northern Ireland,,2021-03-03,596860
Northern Ireland,,2021-03-04,609798
Northern Ireland,,2021-03-05,619315
Northern Ireland,,2021-03-06,625144
Northern Ireland,,2021-03-07,631654
Northern Ireland,,2021-03-08,641121
Northern Ireland,,2021-03-09,648028
Northern Ireland,,2021-03-10,655643
Northern Ireland,,2021-03-11,664029
Northern Ireland,,2021-03-12,671514
Northern Ireland,,2021-03-13,677602
Northern Ireland,,2021-03-14,684097
Northern Ireland,,2021-03-15,692264
Northern Ireland,,2021-03-16,704747
Northern Ireland,,2021-03-17,713392
Northern Ireland,,2021-03-18,726290
Northern Ireland,,2021-03-19,738286
Northern Ireland,,2021-03-20,746254
Northern Ireland,,2021-03-21,776211
Northern Ireland,,2021-03-23,791117
Northern Ireland,,2021-03-24,808241
Northern Ireland,,2021-03-25,825310
Northern Ireland,,2021-03-26,839609
Northern Ireland,,2021-03-27,850041
Northern Ireland,,2021-03-28,855488
Northern Ireland,,2021-03-29,872751
Northern Ireland,,2021-03-30,887598
Northern Ireland,,2021-03-31,901766
Northern Ireland,,2021-04-01,918459
Northern Ireland,,2021-04-02,932502
Northern Ireland,,2021-04-03,939591
Northern Ireland,,2021-04-04,943750
Northern Ireland,,2021-04-05,950868
Northern Ireland,,2021-04-06,958783
Northern Ireland,,2021-04-07,973182
Northern Ireland,,2021-04-08,987819
Northern Ireland,,2021-04-09,1003165
Northern Ireland,,2021-04-10,1014642
Northern Ireland,,2021-04-11,1025912
Northern Ireland,,2021-04-12,1042365
Northern Ireland,,2021-04-13,1062178
Northern Ireland,,2021-04-14,1081565
Northern Ireland,,2021-04-15,1100577
Northern Ireland,,2021-04-16,1118743
Northern Ireland,,2021-04-17,1128654
Northern Ireland,,2021-04-18,1137331
Northern Ireland,,2021-04-19,1152820
Northern Ireland,,2021-04-20,1174847
Northern Ireland,,2021-04-21,1195663
Northern Ireland,,2021-04-22,1221153
Northern Ireland,,2021-04-23,1237267
Northern Ireland,,2021-04-24,1247931
Northern Ireland,,2021-04-25,1259478
Northern Ireland,,2021-04-26,1275695
Northern Ireland,,2021-04-29,1344863
Northern Ireland,,2021-04-30,1354660
Northern Ireland,,2021-05-01,1364658
Northern Ireland,,2021-05-02,1374895
Northern Ireland,,2021-05-03,1381581
Northern Ireland,,2021-05-04,1397087
Northern Ireland,,2021-05-05,1416826
Northern Ireland,,2021-05-06,1436817
Northern Ireland,,2021-05-07,1450283
Northern Ireland,,2021-05-08,1460425
Northern Ireland,,2021-05-09,1470135
Northern Ireland,,2021-05-10,1485125
Northern Ireland,,2021-05-11,1501023
Northern Ireland,,2021-05-12,1515760
Northern Ireland,,2021-05-13,1530025
Northern Ireland,,2021-05-14,1541028
Northern Ireland,,2021-05-15,1548336
Northern Ireland,,2021-05-16,1556832
Northern Ireland,,2021-05-17,1568045
Northern Ireland,,2021-05-18,1579129
Northern Ireland,,2021-05-19,1592566
Northern Ireland,,2021-05-20,1604801
Northern Ireland,,2021-05-21,1616351
Northern Ireland,,2021-05-22,1624153
Northern Ireland,,2021-05-23,1634089
Northern Ireland,,2021-05-24,1647207
Northern Ireland,,2021-05-25,1660981
Northern Ireland,,2021-05-26,1674026
Northern Ireland,,2021-05-27,1686410
Northern Ireland,,2021-05-28,1695321
Northern Ireland,,2021-05-29,1702304
Northern Ireland,,2021-05-30,1709840
Northern Ireland,,2021-05-31,1720107
Northern Ireland,,2021-06-01,1737125
Northern Ireland,,2021-06-02,1758173
Northern Ireland,,2021-06-03,1771123
Northern Ireland,,2021-06-04,1782596
Northern Ireland,,2021-06-05,1790718
Northern Ireland,,2021-06-06,1800814
Northern Ireland,,2021-06-07,1814278
Northern Ireland,,2021-06-08,1826614
Northern Ireland,,2021-06-09,1837819
Northern Ireland,,2021-06-10,1849169
Northern Ireland,,2021-06-11,1862979
Northern Ireland,,2021-06-12,1863947
Northern Ireland,,2021-06-14,1878171
Northern Ireland,,2021-06-15,1899610
Northern Ireland,,2021-06-16,1911239
Northern Ireland,,2021-06-17,1922617
Northern Ireland,,2021-06-18,1932702
Northern Ireland,,2021-06-19,1941162
Northern Ireland,,2021-06-20,1951243
Northern Ireland,,2021-06-21,1960401
Northern Ireland,,2021-06-22,1971061
Northern Ireland,,2021-06-23,1980708
Northern Ireland,,2021-06-24,1988884
Northern Ireland,,2021-06-25,1996954
Northern Ireland,,2021-06-26,2003117
Northern Ireland,,2021-06-27,2010028
Northern Ireland,,2021-06-28,2018191
Northern Ireland,,2021-06-29,2027724
Northern Ireland,,2021-06-30,2038058
Northern Ireland,,2021-07-01,2046141
Northern Ireland,,2021-07-02,2054420
Northern Ireland,,2021-07-03,2061988
Northern Ireland,,2021-07-04,2070574
Northern Ireland,,2021-07-05,2079758
Northern Ireland,,2021-07-06,2089386
Northern Ireland,,2021-07-07,2099174
Northern Ireland,,2021-07-08,2107863
Northern Ireland,,2021-07-09,2115735
Northern Ireland,,2021-07-10,2122962
Northern Ireland,,2021-07-11,2127703
Northern Ireland,,2021-07-18,2168431
Northern Ireland,,2021-07-19,2175663
Northern Ireland,,2021-07-20,2184162
Northern Ireland,,2021-07-21,2192707
Northern Ireland,,2021-07-22,2195815
Northern Ireland,,2021-07-23,2200579
Northern Ireland,,2021-07-24,2204177
Northern Ireland,,2021-07-25,2208466
Northern Ireland,,2021-07-26,2215383
Northern Ireland,,2021-07-27,2224108
Northern Ireland,,2021-07-28,2239652
Northern Ireland,,2021-07-29,2248598
Northern Ireland,,2021-07-30,2255519
Northern Ireland,,2021-07-31,2262641
Northern Ireland,,2021-08-01,2267984
Northern Ireland,,2021-08-02,2276708
Northern Ireland,,2021-08-03,2284540
Northern Ireland,,2021-08-04,2292163
Northern Ireland,,2021-08-05,2298017
Northern Ireland,,2021-08-06,2310931
Northern Ireland,,2021-08-07,2316713
Northern Ireland,,2021-08-08,2322659
Northern Ireland,,2021-08-09,2335798
Northern Ireland,,2021-08-10,2343361
Northern Ireland,,2021-08-11,2349717
Northern Ireland,,2021-08-12,2356600
Northern Ireland,,2021-08-13,2362361
Northern Ireland,,2021-08-14,2366260
Northern Ireland,,2021-08-15,2371369
Northern Ireland,,2021-08-16,2376682
Northern Ireland,,2021-08-17,2384396
Northern Ireland,,2021-08-18,2389725
Northern Ireland,,2021-08-19,2395542
Northern Ireland,,2021-08-20,2401296
Northern Ireland,,2021-08-21,2408221
Northern Ireland,,2021-08-22,2414189
Northern Ireland,,2021-08-23,2417807
Norway,NOR,2020-12-02,0
Norway,NOR,2020-12-03,0
Norway,NOR,2020-12-04,0
Norway,NOR,2020-12-05,0
Norway,NOR,2020-12-06,0
Norway,NOR,2020-12-07,0
Norway,NOR,2020-12-08,0
Norway,NOR,2020-12-09,0
Norway,NOR,2020-12-10,0
Norway,NOR,2020-12-11,0
Norway,NOR,2020-12-12,0
Norway,NOR,2020-12-13,0
Norway,NOR,2020-12-14,0
Norway,NOR,2020-12-15,0
Norway,NOR,2020-12-16,0
Norway,NOR,2020-12-17,6
Norway,NOR,2020-12-18,15
Norway,NOR,2020-12-19,15
Norway,NOR,2020-12-20,20
Norway,NOR,2020-12-21,26
Norway,NOR,2020-12-22,38
Norway,NOR,2020-12-23,48
Norway,NOR,2020-12-24,58
Norway,NOR,2020-12-25,58
Norway,NOR,2020-12-26,64
Norway,NOR,2020-12-27,80
Norway,NOR,2020-12-28,701
Norway,NOR,2020-12-29,1784
Norway,NOR,2020-12-30,2239
Norway,NOR,2020-12-31,2324
Norway,NOR,2021-01-01,2342
Norway,NOR,2021-01-02,2357
Norway,NOR,2021-01-03,2385
Norway,NOR,2021-01-04,2410
Norway,NOR,2021-01-05,5838
Norway,NOR,2021-01-06,14965
Norway,NOR,2021-01-07,21565
Norway,NOR,2021-01-08,23218
Norway,NOR,2021-01-09,23386
Norway,NOR,2021-01-10,23519
Norway,NOR,2021-01-11,23925
Norway,NOR,2021-01-12,28273
Norway,NOR,2021-01-13,38196
Norway,NOR,2021-01-14,46773
Norway,NOR,2021-01-15,51364
Norway,NOR,2021-01-16,52171
Norway,NOR,2021-01-17,52555
Norway,NOR,2021-01-18,54172
Norway,NOR,2021-01-19,59639
Norway,NOR,2021-01-20,70485
Norway,NOR,2021-01-21,79234
Norway,NOR,2021-01-22,82666
Norway,NOR,2021-01-23,83075
Norway,NOR,2021-01-24,83168
Norway,NOR,2021-01-25,83776
Norway,NOR,2021-01-26,88523
Norway,NOR,2021-01-27,108008
Norway,NOR,2021-01-28,125690
Norway,NOR,2021-01-29,131728
Norway,NOR,2021-01-30,132144
Norway,NOR,2021-01-31,132385
Norway,NOR,2021-02-01,132981
Norway,NOR,2021-02-02,142730
Norway,NOR,2021-02-03,176884
